policy_id,user_id,policy_type,policy_status,issue_date,expiry_date,premium_amount,coverage_amount,Markdown Formatt
POL3243,USR1081,Car,Pending,18-02-2023 00:00,09-03-2026 00:00,23243.37,1974692.66,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3244,USR1081,Business,Pending,16-06-2023 00:00,08-12-2026 00:00,14501.25,1512603.9,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3246,USR1082,Health,Under Review,25-02-2024 00:00,30-03-2025 00:00,4009.59,1567169.58,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3247,USR1082,Business,Cancelled,29-05-2023 00:00,26-01-2026 00:00,4813.96,1408918.37,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3249,USR1083,Business,Under Review,06-01-2022 00:00,06-06-2026 00:00,35186.43,446437.47,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3252,USR1084,Car,Pending,24-04-2017 00:00,16-08-2025 00:00,49241.22,1140093.75,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3253,USR1084,Car,Under Review,20-05-2020 00:00,15-04-2025 00:00,27816.7,1239222.49,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3255,USR1085,Pet,Active,10-03-2022 00:00,29-04-2027 00:00,27970.17,579183.95,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3256,USR1085,Pet,Active,04-08-2015 00:00,19-03-2027 00:00,32501.29,994894.62,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3257,USR1085,Car,Under Review,24-08-2016 00:00,10-09-2026 00:00,41857.31,803830.72,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3258,USR1086,Car,Cancelled,29-01-2019 00:00,29-03-2025 00:00,29500.08,721677.94,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3259,USR1086,Travel,Pending,21-01-2022 00:00,04-04-2025 00:00,46463.91,1074810.25,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3260,USR1086,Home,Active,12-05-2021 00:00,10-08-2024 00:00,36930.45,860281.06,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3261,USR1087,Life,Expired,24-09-2019 00:00,15-11-2024 00:00,36083.93,1115577.64,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3262,USR1087,Travel,Cancelled,25-05-2018 00:00,15-01-2026 00:00,21226.53,1468205.38,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3263,USR1087,Life,Expired,24-08-2016 00:00,20-12-2024 00:00,47483.31,375982.26,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3264,USR1088,Pet,Expired,25-10-2018 00:00,08-07-2025 00:00,38415.97,766622.42,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3265,USR1088,Home,Pending,29-11-2022 00:00,26-08-2026 00:00,30244.35,1078818.68,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3266,USR1088,Car,Active,27-12-2019 00:00,04-12-2024 00:00,36797.02,475129.56,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3267,USR1089,Life,Pending,01-05-2021 00:00,04-02-2025 00:00,29455.62,1816876.08,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3268,USR1089,Health,Expired,01-01-2024 00:00,31-07-2026 00:00,28864.96,1554189.45,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3270,USR1090,Health,Pending,31-10-2021 00:00,24-11-2024 00:00,40476.3,904923.74,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3271,USR1090,Health,Active,29-02-2024 00:00,17-01-2027 00:00,6494.05,1012639.56,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3272,USR1090,Travel,Cancelled,15-10-2020 00:00,13-10-2025 00:00,41403.73,919361.43,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3273,USR1091,Home,Active,22-08-2018 00:00,07-04-2025 00:00,18918.46,1461964.64,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3274,USR1091,Home,Cancelled,06-11-2021 00:00,30-12-2025 00:00,35223.19,46530.35,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3276,USR1092,Home,Cancelled,28-07-2019 00:00,03-06-2026 00:00,49727.72,1682528.1,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3277,USR1092,Business,Under Review,01-09-2016 00:00,05-02-2025 00:00,1168.16,1575622.42,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3278,USR1092,Health,Under Review,08-09-2023 00:00,03-10-2025 00:00,7270.54,368414.29,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3279,USR1093,Health,Cancelled,19-01-2017 00:00,20-12-2025 00:00,35756.41,1750742.31,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3282,USR1094,Life,Active,11-10-2020 00:00,16-02-2026 00:00,28947.45,999545.74,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3283,USR1094,Car,Active,07-02-2022 00:00,04-04-2025 00:00,10971.44,426297.28,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3284,USR1094,Travel,Pending,25-03-2024 00:00,08-02-2027 00:00,15899.35,1019625.51,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3285,USR1095,Pet,Expired,04-03-2024 00:00,31-03-2026 00:00,38899.23,302632.2,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3286,USR1095,Life,Cancelled,09-12-2023 00:00,04-02-2026 00:00,43249.49,1453598.79,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3288,USR1096,Travel,Active,11-04-2020 00:00,21-05-2025 00:00,618.36,1816101.72,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3289,USR1096,Health,Active,20-02-2018 00:00,14-03-2027 00:00,13507.04,423501.85,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3290,USR1096,Business,Cancelled,05-01-2022 00:00,05-01-2027 00:00,21779.6,899429.88,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3291,USR1097,Health,Under Review,23-11-2018 00:00,03-06-2025 00:00,2835.66,1156190.75,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3292,USR1097,Home,Expired,04-07-2021 00:00,30-12-2025 00:00,3693.51,872448.23,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3293,USR1097,Business,Expired,08-02-2016 00:00,21-05-2026 00:00,43658.74,1239361.33,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3294,USR1098,Life,Under Review,26-07-2018 00:00,18-07-2026 00:00,12742.36,1412661.36,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3295,USR1098,Home,Active,09-11-2023 00:00,17-11-2026 00:00,18314.74,1748949.29,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3296,USR1098,Travel,Pending,24-10-2018 00:00,16-12-2025 00:00,29406.59,500999.24,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3297,USR1099,Health,Cancelled,18-10-2019 00:00,21-02-2027 00:00,6625.99,1855210.65,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3298,USR1099,Home,Expired,31-07-2018 00:00,16-09-2024 00:00,15568.47,977184.57,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3299,USR1099,Home,Pending,11-08-2020 00:00,03-04-2025 00:00,34445.85,938580.47,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3300,USR1100,Business,Under Review,10-04-2021 00:00,08-02-2026 00:00,40518.06,737277.26,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3303,USR1101,Home,Pending,23-09-2015 00:00,13-07-2025 00:00,5515.07,791885.91,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3306,USR1102,Pet,Cancelled,12-11-2021 00:00,22-09-2026 00:00,45341.85,197282.34,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3307,USR1102,Home,Expired,23-02-2024 00:00,12-04-2025 00:00,35745.73,1286392.8,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3308,USR1102,Car,Active,04-07-2017 00:00,12-02-2027 00:00,33721.64,1487419.3,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3309,USR1103,Home,Expired,14-12-2018 00:00,03-04-2027 00:00,31706.74,481445.92,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3312,USR1104,Travel,Cancelled,03-08-2020 00:00,30-06-2025 00:00,25733.29,1105559.89,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3313,USR1104,Home,Active,11-04-2017 00:00,02-05-2027 00:00,39889.55,1423659.87,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3314,USR1104,Business,Cancelled,05-04-2023 00:00,30-06-2025 00:00,48734.15,1909071.14,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3315,USR1105,Travel,Under Review,15-08-2016 00:00,28-05-2027 00:00,9937.36,936433.76,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3318,USR1106,Business,Active,24-02-2022 00:00,11-08-2024 00:00,21226.76,1058210.7,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3319,USR1106,Pet,Cancelled,17-12-2023 00:00,16-08-2026 00:00,36436.9,95118.75,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3321,USR1107,Business,Pending,05-03-2016 00:00,16-08-2024 00:00,24041.62,848300.41,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3322,USR1107,Travel,Cancelled,04-04-2022 00:00,06-07-2025 00:00,30829.01,1789205.74,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3324,USR1108,Travel,Expired,07-05-2021 00:00,22-04-2026 00:00,45749.87,446391.49,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3325,USR1108,Travel,Cancelled,05-11-2015 00:00,04-02-2025 00:00,23850.99,1185296.54,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3326,USR1108,Car,Cancelled,07-08-2017 00:00,01-06-2026 00:00,32391.25,1006819.21,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3327,USR1109,Car,Active,07-01-2024 00:00,16-09-2025 00:00,48375,1555405.35,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3330,USR1110,Business,Pending,06-08-2021 00:00,09-06-2025 00:00,20442.7,569945.33,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3331,USR1110,Travel,Active,15-01-2023 00:00,18-01-2026 00:00,38010.77,1074079.49,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3333,USR1111,Car,Active,03-08-2016 00:00,31-07-2024 00:00,45400.13,1108784.67,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3334,USR1111,Life,Expired,21-01-2020 00:00,06-04-2026 00:00,6485.67,482156.01,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3335,USR1111,Life,Pending,03-04-2020 00:00,28-07-2026 00:00,27439.02,29981.76,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3336,USR1112,Life,Cancelled,27-09-2021 00:00,05-04-2027 00:00,29184.44,811900.13,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3337,USR1112,Travel,Cancelled,13-05-2016 00:00,03-05-2025 00:00,24103.53,309900.12,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3339,USR1113,Car,Expired,16-11-2022 00:00,07-03-2027 00:00,39796.07,214263.32,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3340,USR1113,Life,Cancelled,21-01-2020 00:00,06-06-2024 00:00,8495.82,1947071.09,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3341,USR1113,Travel,Active,06-08-2019 00:00,06-05-2027 00:00,45394.44,1241659.95,"## For Travel Insurance
- **Travel Region:** International
- **Trip Duration:** 14 days
- **Coverage Type:** Individual
- **Baggage Loss Cover:** Yes
- **Flight Delay Cover:** Yes
- **Medical Emergency Cover:** Yes
"
POL3342,USR1114,Home,Active,04-06-2017 00:00,15-03-2027 00:00,35541.53,348608.15,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3343,USR1114,Health,Cancelled,07-04-2017 00:00,15-04-2027 00:00,34436.32,722007.82,"## For Health Insurance
- **Coverage Limit:** ₹10,00,000
- **Hospital Network:** Network B
- **Cashless Available:** Yes
- **Waiting Period:** 2 months
- **Includes Maternity:** No
- **Critical Illness Cover:** Yes
- **Deductibles:** ₹10,000
"
POL3344,USR1114,Pet,Cancelled,07-08-2018 00:00,09-10-2025 00:00,42143.39,1556162.13,"## For Pet Insurance
- **Pet Type:** Dog
- **Breed:** Golden Retriever
- **Pet Age:** 5 years
- **Vet Visits Covered:** Yes
- **Accident/Illness Cover:** Yes
- **Vaccination Coverage:** Yes
"
POL3345,USR1115,Home,Under Review,18-06-2023 00:00,22-11-2024 00:00,4197.02,1754934.28,"## For Home Insurance
- **Property Type:** Apartment
- **Property Value:** ₹50,00,000
- **Year Built:** 2015
- **Natural Disaster Cover:** Yes
- **Theft Cover:** Yes
- **Structure & Contents:** Combined
"
POL3346,USR1115,Car,Pending,25-09-2017 00:00,22-11-2026 00:00,12717.81,1900457.53,"## For Car Insurance
- **Vehicle Type:** SUV
- **Vehicle Model:** Swift 456
- **Registration Number:** MH-12-AB-4567
- **Manufacture Year:** 2019
- **Insured Declared Value (IDV):** ₹7,00,000
- **Driver Age:** 34
- **Accident History:** 1 claim
- **Third Party Cover:** Yes
- **Add-ons:** Zero Depreciation, Engine Protect
"
POL3347,USR1115,Life,Pending,13-06-2022 00:00,28-05-2025 00:00,43414.67,978443.35,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
POL3348,USR1116,Business,Under Review,15-05-2023 00:00,21-03-2027 00:00,4413.77,1260423.28,"## For Business Insurance
- **Business Type:** Retail
- **Annual Revenue:** 1M–10M
- **Employee Count:** 50
- **Property Cover:** Yes
- **Liability Cover:** Yes
- **Cyber Attack Cover:** No
"
POL3349,USR1116,Life,Expired,20-05-2023 00:00,25-04-2027 00:00,18918.87,1972439.69,"## For Life Insurance
- **Policy Term (Years):** 20
- **Sum Assured:** ₹25,00,000
- **Payment Term:** Yearly
- **Nominee Name:** John Doe
- **Medical Exam Required:** Yes
- **Smoker Status:** Non-Smoker
"
